School_name,school_section,cca_grouping_desc,cca_generic_name,cca_customized_name
ANG MO KIO SECONDARY SCHOOL,SECONDARY (S1-S5),NATIONAL POLICE CADET CORPS,UNIFORMED GROUPS,na
ANG MO KIO SECONDARY SCHOOL,SECONDARY (S1-S5),NETBALL,PHYSICAL SPORTS,na
ANG MO KIO SECONDARY SCHOOL,SECONDARY (S1-S5),RED CROSS YOUTH,UNIFORMED GROUPS,na
ANG MO KIO SECONDARY SCHOOL,SECONDARY (S1-S5),SINGAPORE NATIONAL YOUTH ORCHESTRA,VISUAL AND PERFORMING ARTS,na
ANG MO KIO SECONDARY SCHOOL,SECONDARY (S1-S5),SP-CCA (CANOEING),PHYSICAL SPORTS,na
ANG MO KIO SECONDARY SCHOOL,SECONDARY (S1-S5),SP-CCA (WATER POLO),PHYSICAL SPORTS,na
ANG MO KIO SECONDARY SCHOOL,SECONDARY (S1-S5),SWIMMING,PHYSICAL SPORTS,na
ANG MO KIO SECONDARY SCHOOL,SECONDARY (S1-S5),TABLE TENNIS,PHYSICAL SPORTS,na
ANG MO KIO SECONDARY SCHOOL,SECONDARY (S1-S5),TAEKWONDO,PHYSICAL SPORTS,na
ANG MO KIO SECONDARY SCHOOL,SECONDARY (S1-S5),VOLLEYBALL,PHYSICAL SPORTS,na
ANG MO KIO SECONDARY SCHOOL,SECONDARY (S1-S5),WUSHU,PHYSICAL SPORTS,na
ANGLICAN HIGH SCHOOL,SECONDARY (S1-S4),ARTISTIC GYMNASTICS,PHYSICAL SPORTS,na
ANGLICAN HIGH SCHOOL,SECONDARY (S1-S4),AUDIO VISUAL AID,CLUBS AND SOCIETIES,na
ANGLICAN HIGH SCHOOL,SECONDARY (S1-S4),BADMINTON,PHYSICAL SPORTS,na
ANGLICAN HIGH SCHOOL,SECONDARY (S1-S4),BASKETBALL,PHYSICAL SPORTS,na
ANGLICAN HIGH SCHOOL,SECONDARY (S1-S4),BOYS' BRIGADE,UNIFORMED GROUPS,na
ANGLICAN HIGH SCHOOL,SECONDARY (S1-S4),CANOEING,PHYSICAL SPORTS,na
ANGLICAN HIGH SCHOOL,SECONDARY (S1-S4),CHINESE DRAMA,VISUAL AND PERFORMING ARTS,na
ANGLICAN HIGH SCHOOL,SECONDARY (S1-S4),CHINESE ORCHESTRA,VISUAL AND PERFORMING ARTS,na
ANGLICAN HIGH SCHOOL,SECONDARY (S1-S4),CHOIR,VISUAL AND PERFORMING ARTS,na
ANGLICAN HIGH SCHOOL,SECONDARY (S1-S4),CONCERT BAND,VISUAL AND PERFORMING ARTS,na
ANGLICAN HIGH SCHOOL,SECONDARY (S1-S4),DEBATING AND PUBLIC SPEAKING,CLUBS AND SOCIETIES,na
ANGLICAN HIGH SCHOOL,SECONDARY (S1-S4),ENGLISH DRAMA,VISUAL AND PERFORMING ARTS,na
ANGLICAN HIGH SCHOOL,SECONDARY (S1-S4),ENTREPRENEURSHIP,CLUBS AND SOCIETIES,na
ANGLICAN HIGH SCHOOL,SECONDARY (S1-S4),GIRL GUIDES,UNIFORMED GROUPS,na
ANGLICAN HIGH SCHOOL,SECONDARY (S1-S4),GIRLS' BRIGADE,UNIFORMED GROUPS,na
ANGLICAN HIGH SCHOOL,SECONDARY (S1-S4),GOLF,PHYSICAL SPORTS,na
ANGLICAN HIGH SCHOOL,SECONDARY (S1-S4),GUITAR ENSEMBLE,VISUAL AND PERFORMING ARTS,na
ANGLICAN HIGH SCHOOL,SECONDARY (S1-S4),INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),CLUBS AND SOCIETIES,na
ANGLICAN HIGH SCHOOL,SECONDARY (S1-S4),INTERNATIONAL CHESS,CLUBS AND SOCIETIES,na
ANGLICAN HIGH SCHOOL,SECONDARY (S1-S4),MODERN DANCE,VISUAL AND PERFORMING ARTS,na
ANGLICAN HIGH SCHOOL,SECONDARY (S1-S4),NATIONAL CADET CORPS (LAND),UNIFORMED GROUPS,na
ANGLICAN HIGH SCHOOL,SECONDARY (S1-S4),NATIONAL POLICE CADET CORPS,UNIFORMED GROUPS,na
ANGLICAN HIGH SCHOOL,SECONDARY (S1-S4),ROBOTICS,CLUBS AND SOCIETIES,na
ANGLICAN HIGH SCHOOL,SECONDARY (S1-S4),ROCKWALL CLIMBING,PHYSICAL SPORTS,na
ANGLICAN HIGH SCHOOL,SECONDARY (S1-S4),SCOUTS,UNIFORMED GROUPS,na
ANGLICAN HIGH SCHOOL,SECONDARY (S1-S4),SHOOTING,PHYSICAL SPORTS,na
ANGLICAN HIGH SCHOOL,SECONDARY (S1-S4),SINGAPORE NATIONAL YOUTH CHINESE ORCHESTRA,VISUAL AND PERFORMING ARTS,na
ANGLICAN HIGH SCHOOL,SECONDARY (S1-S4),SINGAPORE NATIONAL YOUTH ORCHESTRA,VISUAL AND PERFORMING ARTS,na
ANGLICAN HIGH SCHOOL,SECONDARY (S1-S4),SINGAPORE YOUTH FLYING CLUB,CLUBS AND SOCIETIES,na
ANGLICAN HIGH SCHOOL,SECONDARY (S1-S4),SP-CCA (ATHLETICS),PHYSICAL SPORTS,na
ANGLICAN HIGH SCHOOL,SECONDARY (S1-S4),SP-CCA (CANOEING),PHYSICAL SPORTS,na
ANGLICAN HIGH SCHOOL,SECONDARY (S1-S4),SP-CCA (WATER POLO),PHYSICAL SPORTS,na
ANGLICAN HIGH SCHOOL,SECONDARY (S1-S4),ST JOHN BRIGADE,UNIFORMED GROUPS,na
ANGLICAN HIGH SCHOOL,SECONDARY (S1-S4),TABLE TENNIS,PHYSICAL SPORTS,na
ANGLICAN HIGH SCHOOL,SECONDARY (S1-S4),TAEKWONDO,PHYSICAL SPORTS,na
ANGLICAN HIGH SCHOOL,SECONDARY (S1-S4),TRACK AND FIELD,PHYSICAL SPORTS,na
ANGLICAN HIGH SCHOOL,SECONDARY (S1-S4),WATER POLO,PHYSICAL SPORTS,na
ANGLICAN HIGH SCHOOL,SECONDARY (S1-S4),WUSHU,PHYSICAL SPORTS,na
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,ART AND CRAFTS,CLUBS AND SOCIETIES,ART CLUB
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,BADMINTON,PHYSICAL SPORTS,na
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,BASKETBALL,PHYSICAL SPORTS,na
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,BOWLING,PHYSICAL SPORTS,na
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,CANOEING,PHYSICAL SPORTS,na
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,CHINESE CULTURE AND LANGUAGE,CLUBS AND SOCIETIES,CHINESE CULTURAL  SOCIETY
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,CHOIR,VISUAL AND PERFORMING ARTS,na
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,COMMUNITY SERVICE (FIRST AID),CLUBS AND SOCIETIES,FIRST AID UNIT
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,COMMUNITY SERVICE (ROTARY-SPONSORED),CLUBS AND SOCIETIES,INTERACT CLUB
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,CONCERT BAND,VISUAL AND PERFORMING ARTS,na
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,CROSS COUNTRY,PHYSICAL SPORTS,na
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,DEBATING AND PUBLIC SPEAKING,CLUBS AND SOCIETIES,DEBATE AND ORATORICAL SOCIETY
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,ENGLISH DRAMA,VISUAL AND PERFORMING ARTS,ACSIAN THEATRE
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,ENTREPRENEURSHIP,CLUBS AND SOCIETIES,ECONOMICS SOCIETY
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,FAITH-BASED CCA,CLUBS AND SOCIETIES,CHRISTIAN FELLOWSHIP
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,FENCING,PHYSICAL SPORTS,na
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,FILM,CLUBS AND SOCIETIES,PIXEL LABS
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,FLOORBALL,PHYSICAL SPORTS,na
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,FOOTBALL,PHYSICAL SPORTS,na
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,GOLF,PHYSICAL SPORTS,na
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,GUITAR ENSEMBLE,VISUAL AND PERFORMING ARTS,na
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,HISTORY,CLUBS AND SOCIETIES,HISTORY SOCIETY
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,HOCKEY,PHYSICAL SPORTS,na
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,INDIAN CULTURE AND LANGUAGE,CLUBS AND SOCIETIES,na
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,INFOCOMM TECHNOLOGY (COMPUTING),CLUBS AND SOCIETIES,TECH COUNCIL
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),CLUBS AND SOCIETIES,MEDIA RESOURCE CREW
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,MALAY CULTURE AND LANGUAGE,CLUBS AND SOCIETIES,MALAY CULTURAL SOCIETY
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,MODERN DANCE,VISUAL AND PERFORMING ARTS,DANCE SOCIETY
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,MODULAR CCA (C&S),CLUBS AND SOCIETIES,STEM COUNCIL
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,NATIONAL POLICE CADET CORPS (SEA),UNIFORMED GROUPS,AC UG
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,NETBALL,PHYSICAL SPORTS,na
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,PHOTOGRAPHY,CLUBS AND SOCIETIES,PHOTOGRAPHIC SOCIETY
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,PUBLICATION,CLUBS AND SOCIETIES,ACPRESS
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,RUGBY,PHYSICAL SPORTS,na
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,SINGAPORE NATIONAL YOUTH ORCHESTRA,VISUAL AND PERFORMING ARTS,na
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,SOFTBALL,PHYSICAL SPORTS,na
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,SQUASH,PHYSICAL SPORTS,na
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,STRING ENSEMBLE,VISUAL AND PERFORMING ARTS,na
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,STUDENT LEADERSHIP (COUNCIL),OTHERS,STUDENTS' COUNCIL
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,STUDENT LEADERSHIP (HOUSE),OTHERS,na
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,SWIMMING,PHYSICAL SPORTS,na
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,TABLE TENNIS,PHYSICAL SPORTS,na
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,TAEKWONDO,PHYSICAL SPORTS,na
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,TENNIS,PHYSICAL SPORTS,na
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,TRACK AND FIELD,PHYSICAL SPORTS,na
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,VOLLEYBALL,PHYSICAL SPORTS,na
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,WATER POLO,PHYSICAL SPORTS,na
ANGLO-CHINESE SCHOOL (BARKER ROAD),SECONDARY (S1-S5),BADMINTON,PHYSICAL SPORTS,na
ANGLO-CHINESE SCHOOL (BARKER ROAD),SECONDARY (S1-S5),BASKETBALL,PHYSICAL SPORTS,na
ANGLO-CHINESE SCHOOL (BARKER ROAD),SECONDARY (S1-S5),BOWLING,PHYSICAL SPORTS,na
ANGLO-CHINESE SCHOOL (BARKER ROAD),SECONDARY (S1-S5),BOYS' BRIGADE,UNIFORMED GROUPS,na
ANGLO-CHINESE SCHOOL (BARKER ROAD),SECONDARY (S1-S5),CHINESE ORCHESTRA,VISUAL AND PERFORMING ARTS,na
ANGLO-CHINESE SCHOOL (BARKER ROAD),SECONDARY (S1-S5),CHOIR,VISUAL AND PERFORMING ARTS,na
ANGLO-CHINESE SCHOOL (BARKER ROAD),SECONDARY (S1-S5),CONCERT BAND,VISUAL AND PERFORMING ARTS,na
ANGLO-CHINESE SCHOOL (BARKER ROAD),SECONDARY (S1-S5),DEBATING AND PUBLIC SPEAKING,CLUBS AND SOCIETIES,DEBATES
ANGLO-CHINESE SCHOOL (BARKER ROAD),SECONDARY (S1-S5),ENGLISH DRAMA,VISUAL AND PERFORMING ARTS,DRAMA
ANGLO-CHINESE SCHOOL (BARKER ROAD),SECONDARY (S1-S5),FAITH-BASED CCA,CLUBS AND SOCIETIES,CHRISTIAN SOCIETY
ANGLO-CHINESE SCHOOL (BARKER ROAD),SECONDARY (S1-S5),FLOORBALL,PHYSICAL SPORTS,na
ANGLO-CHINESE SCHOOL (BARKER ROAD),SECONDARY (S1-S5),FOOTBALL,PHYSICAL SPORTS,na
ANGLO-CHINESE SCHOOL (BARKER ROAD),SECONDARY (S1-S5),HOCKEY,PHYSICAL SPORTS,na
ANGLO-CHINESE SCHOOL (JUNIOR),PRIMARY,TENNIS,PHYSICAL SPORTS,na
ANGLO-CHINESE SCHOOL (BARKER ROAD),SECONDARY (S1-S5),INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),CLUBS AND SOCIETIES,na
ANGLO-CHINESE SCHOOL (BARKER ROAD),SECONDARY (S1-S5),MODERN DANCE,VISUAL AND PERFORMING ARTS,DANCE
ANGLO-CHINESE SCHOOL (BARKER ROAD),SECONDARY (S1-S5),NATIONAL CADET CORPS (SEA),UNIFORMED GROUPS,na
ANGLO-CHINESE SCHOOL (BARKER ROAD),SECONDARY (S1-S5),NATIONAL POLICE CADET CORPS,UNIFORMED GROUPS,na
ANGLO-CHINESE SCHOOL (BARKER ROAD),SECONDARY (S1-S5),ROBOTICS,CLUBS AND SOCIETIES,na
ANGLO-CHINESE SCHOOL (BARKER ROAD),SECONDARY (S1-S5),RUGBY,PHYSICAL SPORTS,na
ANGLO-CHINESE SCHOOL (BARKER ROAD),SECONDARY (S1-S5),SCOUTS,UNIFORMED GROUPS,na
ANGLO-CHINESE SCHOOL (BARKER ROAD),SECONDARY (S1-S5),SINGAPORE NATIONAL YOUTH CHINESE ORCHESTRA,VISUAL AND PERFORMING ARTS,na
ANGLO-CHINESE SCHOOL (BARKER ROAD),SECONDARY (S1-S5),SINGAPORE NATIONAL YOUTH ORCHESTRA,VISUAL AND PERFORMING ARTS,na
ANGLO-CHINESE SCHOOL (BARKER ROAD),SECONDARY (S1-S5),SINGAPORE YOUTH FLYING CLUB,CLUBS AND SOCIETIES,na
ANGLO-CHINESE SCHOOL (BARKER ROAD),SECONDARY (S1-S5),SP-CCA (CANOEING),PHYSICAL SPORTS,na
ANGLO-CHINESE SCHOOL (BARKER ROAD),SECONDARY (S1-S5),STUDENT LEADERSHIP (COUNCIL),OTHERS,na
ANGLO-CHINESE SCHOOL (BARKER ROAD),SECONDARY (S1-S5),SWIMMING,PHYSICAL SPORTS,na
ANGLO-CHINESE SCHOOL (BARKER ROAD),SECONDARY (S1-S5),TABLE TENNIS,PHYSICAL SPORTS,na
ANGLO-CHINESE SCHOOL (BARKER ROAD),SECONDARY (S1-S5),TENNIS,PHYSICAL SPORTS,na
ANGLO-CHINESE SCHOOL (BARKER ROAD),SECONDARY (S1-S5),TRACK AND FIELD,PHYSICAL SPORTS,na
ANGLO-CHINESE SCHOOL (BARKER ROAD),SECONDARY (S1-S5),WATER POLO,PHYSICAL SPORTS,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),ART AND CRAFTS,CLUBS AND SOCIETIES,ACREATIVES
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),AUDIO VISUAL AID,CLUBS AND SOCIETIES,MEDIA RESOURCE
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),BADMINTON,PHYSICAL SPORTS,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),BASKETBALL,PHYSICAL SPORTS,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),BOWLING,PHYSICAL SPORTS,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),BOYS' BRIGADE,UNIFORMED GROUPS,BOYS' BRIGADE (BB)
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),CANOEING,PHYSICAL SPORTS,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),CHINESE CHESS,CLUBS AND SOCIETIES,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),CHOIR,VISUAL AND PERFORMING ARTS,VOCAL ACCORD
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),COMMUNITY SERVICE,CLUBS AND SOCIETIES,MULTI-PURPOSE CO-OPERATIVE SOCIETY
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),COMMUNITY SERVICE (ROTARY-SPONSORED),CLUBS AND SOCIETIES,INTERACT CLUB
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),CONCERT BAND,VISUAL AND PERFORMING ARTS,SYMPHONIC BAND
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),CONCERT BAND,VISUAL AND PERFORMING ARTS,WIND ENSEMBLE
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),CRICKET,PHYSICAL SPORTS,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),CROSS COUNTRY,PHYSICAL SPORTS,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),DEBATING AND PUBLIC SPEAKING,CLUBS AND SOCIETIES,DEBATE CLUB
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),DESIGN AND INNOVATION,CLUBS AND SOCIETIES,YOUNG INNOVATORS' SOCIETY
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),ENGLISH DRAMA,VISUAL AND PERFORMING ARTS,ACSI STAGE
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),ENGLISH DRAMA,VISUAL AND PERFORMING ARTS,DRAMA CLUB
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),ENTREPRENEURSHIP,CLUBS AND SOCIETIES,YOUNG ENTREPRENEURS' SOCIETY
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),ENVIRONMENTAL SCIENCE,CLUBS AND SOCIETIES,ENVIRONMENT FOCUS GROUP
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),FLOORBALL,PHYSICAL SPORTS,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),FOOTBALL,PHYSICAL SPORTS,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),FRISBEE,PHYSICAL SPORTS,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),GOLF,PHYSICAL SPORTS,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),GUITAR ENSEMBLE,VISUAL AND PERFORMING ARTS,GUITAR ORCHESTRA
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),HEALTH AND FITNESS,PHYSICAL SPORTS,HEALTH AND FITNESS CLUB
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),CLUBS AND SOCIETIES,MEDIA PRODUCTION AC
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),INTERNATIONAL AND GLOBAL STUDIES,CLUBS AND SOCIETIES,YOUNG DIPLOMATS' SOCIETY
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),INTERNATIONAL CHESS,CLUBS AND SOCIETIES,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),JOURNALISM,CLUBS AND SOCIETIES,ACS INDEPONLINE
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),MATHEMATICS,CLUBS AND SOCIETIES,MATHEMATICS COMPETITION TEAM
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),MEDIA RESOURCE LIBRARY,CLUBS AND SOCIETIES,LIBRARY
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),MODERN DANCE,VISUAL AND PERFORMING ARTS,DANCE VENIA
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),MODULAR CCA (SPORTS),PHYSICAL SPORTS,ACTIVE ACSIANS
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),MODULAR CCA (VPA),VISUAL AND PERFORMING ARTS,CULTURAL PERFORMING ARTS CLUB
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),NATIONAL CADET CORPS (AIR),UNIFORMED GROUPS,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),NATIONAL CADET CORPS (LAND),UNIFORMED GROUPS,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),NATIONAL CADET CORPS (SEA),UNIFORMED GROUPS,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),NATIONAL CIVIL DEFENCE CADET CORPS,UNIFORMED GROUPS,NATIONAL CIVIL DEFENCE CADET CORPS (NCDCC)
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),NATIONAL POLICE CADET CORPS,UNIFORMED GROUPS,NATIONAL POLICE CADET CORPS (NPCC)
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),NETBALL,PHYSICAL SPORTS,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),PHOTOGRAPHY,CLUBS AND SOCIETIES,PHOTOGRAPHIC SOCIETY
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),PHYSICAL SCIENCE,CLUBS AND SOCIETIES,SCIENCE RESEARCH CHALLENGE
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),PUBLICATION,CLUBS AND SOCIETIES,EDITORIAL BOARD
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),READING AND WRITING,CLUBS AND SOCIETIES,ACSPRESSION
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),ROBOTICS,CLUBS AND SOCIETIES,ROBOTICS TECHNOLOGY SOCIETY
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),RUGBY,PHYSICAL SPORTS,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),SAILING,PHYSICAL SPORTS,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),SCOUTS,UNIFORMED GROUPS,VENTURES
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),SHOOTING,PHYSICAL SPORTS,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),SINGAPORE NATIONAL YOUTH ORCHESTRA,VISUAL AND PERFORMING ARTS,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),SINGAPORE YOUTH FLYING CLUB,CLUBS AND SOCIETIES,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),SOCIAL STUDIES,CLUBS AND SOCIETIES,HUMANITIES SOCIETY @ AC
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),SOFTBALL,PHYSICAL SPORTS,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),SPACE SCIENCE,CLUBS AND SOCIETIES,ACSTRONOMY CLUB
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),SQUASH,PHYSICAL SPORTS,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),ST JOHN BRIGADE,UNIFORMED GROUPS,ST JOHN BRIGADE (SJB)
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),STRING ENSEMBLE,VISUAL AND PERFORMING ARTS,PHILHARMONIC ORCHESTRA
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),STUDENT LEADERSHIP (COUNCIL),OTHERS,STUDENT COUNCIL / HOUSE
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),STUDENT LEADERSHIP (HOUSE),OTHERS,STUDENT COUNCIL / HOUSE
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),STUDENT LEADERSHIP (PEER SUPPORT),OTHERS,BOARDING SCHOOL JUNIOR COMMON ROOM COMMITTEE
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),STUDENT LEADERSHIP (PREFECT),OTHERS,PREFECTORIAL BOARD
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),SWIMMING,PHYSICAL SPORTS,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),TENNIS,PHYSICAL SPORTS,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),TRACK AND FIELD,PHYSICAL SPORTS,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),VOLLEYBALL,PHYSICAL SPORTS,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),WATER POLO,PHYSICAL SPORTS,na
ANGLO-CHINESE SCHOOL (JUNIOR),PRIMARY,ARCHERY,PHYSICAL SPORTS,na
